				621640	2.98E-17	
				621630	2.64E-16	
				621620	2.75E-14	
				621610	9.80E-14	
				621600	2.46E-11	
				621590	2.94E-11	
				621580	1.62E-09	
				621570	6.07E-10	
				621560	3.29E-08	
				621550	7.98E-09	
				621540	2.25E-07	
				621530	4.62E-07	
				621520	7.60E-07	
				621510	1.11E-07	
				621500	5.35E-09	
				621490	9.72E-08	
				621480	5.09E-13	
				621470	9.85E-12	
				621450	0.00E+00	
				611620	4.50E-18	
				611610	2.10E-16	
				611600	8.74E-15	
				611590	1.08E-13	
				611580	7.19E-13	
				611570	4.75E-11	
				611560	2.57E-11	
				611550	2.07E-10	
				611541	1.69E-10	
				611540	1.79E-09	
				611530	8.52E-09	
				611521	2.75E-10	
				611520	1.11E-08	
				611510	1.07E-06	
				611500	1.71E-09	
				611490	2.06E-06	
				611481	7.78E-12	
				611480	2.61E-11	
				611470	6.95E-08	
				601610	6.84E-19	
				601600	3.68E-16	
				601590	8.63E-16	
				601580	9.45E-14	
				601570	4.35E-13	
				601560	3.54E-11	
				601550	7.86E-11	
				601540	3.79E-10	
				601530	1.70E-09	
				601520	3.07E-08	
				601510	5.20E-08	
				601500	1.89E-06	
				601490	9.84E-07	
				601480	5.01E-06	
				601470	6.36E-06	
				601460	7.53E-06	
				601450	4.02E-06	
				601440	9.12E-09	
				601430	9.02E-09	
				601420	3.39E-14	
				591590	2.60E-19	
				591580	8.64E-18	
				591570	4.61E-16	
				591560	4.74E-15	
				591550	2.24E-13	
				591540	1.24E-12	
				591530	4.26E-11	
				591520	1.70E-10	
				591510	2.01E-10	
				591500	1.23E-09	
				591490	2.46E-08	
				591480	3.66E-08	
				591470	2.64E-07	
				591460	7.15E-07	
				591450	7.33E-06	
				591441	5.70E-12	
				591440	6.54E-10	
				591430	1.33E-06	
				591421	7.73E-15	
				591420	2.74E-13	
				591410	2.20E-08	
				581570	4.92E-19	
				581560	3.11E-17	
				581550	4.87E-16	
				581540	5.21E-14	
				581530	3.92E-13	
				581520	3.22E-11	
				581510	1.29E-11	
				581500	4.96E-11	
				581490	1.30E-10	
				581480	1.09E-08	
				581470	2.60E-08	
				581460	4.20E-07	
				581450	1.12E-07	
				581440	1.57E-05	
				581430	1.50E-05	
				581420	1.17E-05	
				581410	7.32E-06	
				581400	1.04E-08	
				571540	1.38E-18	
				571530	1.34E-16	
				571520	2.74E-15	
				571510	1.46E-13	
				571500	1.12E-12	
				571490	3.42E-11	
				571480	7.75E-11	
				571470	1.78E-09	
				571460	3.18E-09	
				571450	1.78E-08	
				571440	3.57E-08	
				571430	8.16E-07	
				571420	4.79E-06	
				571410	8.75E-06	
				571400	1.80E-07	
				571390	1.34E-05	
				571380	1.66E-10	
				561520	3.45E-18	
				561500	1.38E-14	
				561490	1.47E-13	
				561480	1.51E-11	
				561470	4.87E-11	
				561460	2.49E-10	
				561450	2.05E-09	
				561440	7.78E-09	
				561430	1.20E-08	
				561420	6.17E-07	
				561410	1.06E-06	
				561400	1.78E-05	
				561390	4.83E-06	
				561380	1.68E-05	
				561371	9.26E-12	
				561370	1.69E-09	
				561360	2.38E-10	
				561351	8.12E-13	
				561350	1.14E-12	
				561340	1.11E-13	
				561320	1.92E-22	
				551500	1.26E-19	
				551480	6.65E-16	
				551470	5.68E-14	
				551460	2.61E-13	
				551450	6.78E-12	
				551440	5.46E-11	
				551430	4.28E-10	
				551420	8.05E-10	
				551410	1.84E-08	
				551400	6.13E-08	
				551390	5.87E-07	
				551381	7.18E-09	
				551380	2.13E-06	
				551370	1.76E-05	
				551360	2.16E-08	
				551351	3.20E-10	
				551350	7.19E-07	
				551341	3.58E-11	
				551340	8.67E-11	
				551330	3.57E-08	
				541470	1.41E-17	
				541460	2.30E-15	
				541450	2.52E-14	
				541440	1.12E-12	
				541430	2.62E-12	
				541420	7.81E-11	
				541410	3.37E-10	
				541400	8.02E-09	
				541390	3.34E-08	
				541380	8.84E-07	
				541370	2.25E-07	
				541360	2.24E-05	
				541351	9.54E-08	
				541350	2.22E-06	
				541341	1.15E-12	
				541340	1.59E-05	
				541331	6.70E-08	
				541330	2.06E-06	
				541320	2.77E-07	
				541311	9.64E-10	
				541310	8.62E-08	
				541300	1.73E-10	
				541291	1.69E-14	
				541290	8.45E-13	
				541280	3.18E-11	
				541260	0.00E+00	
				531440	8.27E-17	
				531430	5.14E-15	
				531420	7.42E-14	
				531410	2.04E-12	
				531400	3.08E-11	
				531390	2.94E-10	
				531380	1.77E-09	
				531370	1.34E-08	
				531361	1.49E-08	
				531360	4.24E-08	
				531350	1.22E-05	
				531341	1.68E-08	
				531340	3.66E-06	
				531331	1.93E-10	
				531330	1.54E-05	
				531320	2.41E-07	
				531310	6.19E-06	
				531301	7.36E-12	
				531300	5.34E-10	
				531290	5.83E-07	
				531280	2.89E-12	
				531270	1.76E-09	
				521420	8.06E-17	
				521410	1.69E-15	
				521400	1.54E-13	
				521390	9.30E-13	
				521380	2.41E-11	
				521370	2.47E-10	
				521360	6.54E-09	
				521350	1.05E-08	
				521340	2.75E-06	
				521331	1.55E-06	
				521330	4.84E-07	
				521320	1.20E-05	
				521311	9.31E-07	
				521310	6.24E-07	
				521300	4.22E-06	
				521291	1.49E-07	
				521290	2.24E-07	
				521280	8.94E-07	
				521271	1.73E-09	
				521270	7.49E-09	
				521260	1.27E-09	
				521251	2.43E-12	
				521250	1.07E-11	
				521240	4.24E-12	
				521231	4.65E-16	
				521230	4.45E-16	
				521220	1.49E-14	
				511390	1.86E-16	
				511380	3.07E-15	
				511370	1.04E-13	
				511360	1.16E-12	
				511350	5.57E-11	
				511341	4.68E-10	
				511340	5.04E-10	
				511330	5.40E-08	
				511321	4.49E-08	
				511320	4.59E-08	
				511310	5.87E-07	
				511301	7.89E-08	
				511300	8.60E-08	
				511290	1.12E-06	
				511281	3.82E-08	
				511280	3.55E-08	
				511270	3.54E-07	
				511261	9.89E-11	
				511260	3.00E-09	
				511250	7.24E-08	
				511241	1.11E-13	
				511240	3.86E-11	
				511230	4.74E-08	
				511221	2.13E-15	
				511220	3.68E-13	
				511210	5.96E-09	
				501360	3.94E-15	
				501350	6.14E-14	
				501340	1.73E-12	
				501330	4.16E-11	
				501320	3.96E-09	
				501310	1.04E-08	
				501300	3.54E-08	
				501291	8.77E-09	
				501290	1.70E-08	
				501280	2.11E-07	
				501271	2.13E-09	
				501270	1.09E-07	
				501260	2.17E-07	
				501251	2.41E-09	
				501250	4.57E-08	
				501240	9.28E-08	
				501231	7.38E-09	
				501230	1.71E-08	
				501220	6.10E-08	
				501211	2.65E-11	
				501210	5.19E-08	
				501200	5.50E-08	
				501191	7.46E-10	
				501190	4.88E-08	
				501180	4.66E-08	
				501171	2.87E-19	
				501170	1.72E-08	
				501160	3.28E-13	
				501150	2.96E-11	
				501140	5.22E-17	
				491340	1.01E-16	
				491330	7.71E-15	
				491320	1.33E-13	
				491310	1.24E-12	
				491300	6.63E-12	
				491290	5.38E-12	
				491280	4.00E-11	
				491271	1.68E-11	
				491270	9.21E-12	
				491260	1.26E-11	
				491251	2.18E-11	
				491250	5.56E-12	
				491240	1.57E-11	
				491231	5.60E-11	
				491230	1.57E-11	
				491221	4.04E-13	
				491220	3.21E-11	
				491211	1.39E-10	
				491210	7.30E-11	
				491201	4.87E-12	
				491200	7.02E-11	
				491191	2.46E-09	
				491190	1.31E-10	
				491181	1.91E-13	
				491180	1.55E-11	
				491171	8.65E-09	
				491170	2.52E-09	
				491161	4.93E-14	
				491160	3.49E-16	
				491151	1.45E-09	
				491150	7.81E-10	
				491141	5.27E-17	
				491140	2.25E-19	
				491131	3.08E-18	
				491130	1.51E-14	
				481320	1.56E-16	
				481310	1.62E-15	
				481300	7.28E-14	
				481290	1.85E-14	
				481280	4.03E-13	
				481270	4.68E-13	
				481260	5.38E-12	
				481250	2.29E-12	
				481240	4.43E-11	
				481230	2.26E-11	
				481220	1.62E-11	
				481210	3.90E-11	
				481200	1.57E-10	
				481191	2.90E-10	
				481190	8.54E-10	
				481180	9.35E-09	
				481171	8.79E-09	
				481170	1.38E-08	
				481160	5.21E-08	
				481151	4.43E-09	
				481150	4.11E-08	
				481140	5.42E-08	
				481131	7.01E-10	
				481130	2.43E-08	
				481120	4.13E-09	
				481111	9.39E-18	
				481110	1.20E-09	
				481100	4.62E-12	
				481090	6.83E-23	
				481080	1.72E-17	
				471280	2.64E-17	
				471260	1.52E-15	
				471250	1.00E-14	
				471240	2.89E-14	
				471230	2.06E-13	
				471220	4.81E-14	
				471210	2.77E-12	
				471200	1.85E-12	
				471190	1.36E-11	
				471181	3.46E-12	
				471180	8.26E-12	
				471171	7.74E-12	
				471170	1.07E-10	
				471161	1.55E-11	
				471160	2.36E-10	
				471151	1.35E-11	
				471150	2.44E-09	
				471140	1.38E-11	
				471131	2.18E-11	
				471130	3.15E-08	
				471120	4.56E-09	
				471111	3.01E-10	
				471110	7.49E-08	
				471101	2.46E-13	
				471100	1.39E-14	
				471091	9.82E-11	
				471090	2.77E-08	
				471081	1.66E-17	
				471080	1.59E-19	
				471070	2.62E-17	
				461260	2.33E-18	
				461240	3.56E-16	
				461230	1.02E-15	
				461220	1.85E-14	
				461210	3.70E-14	
				461200	9.43E-13	
				461190	1.09E-12	
				461180	3.79E-12	
				461170	1.40E-11	
				461160	3.64E-11	
				461150	1.03E-10	
				461140	4.35E-10	
				461130	2.94E-10	
				461120	5.08E-08	
				461111	4.31E-10	
				461110	5.95E-09	
				461100	9.99E-08	
				461091	9.34E-10	
				461090	1.20E-07	
				461080	2.77E-07	
				461071	4.50E-18	
				461070	5.27E-07	
				461060	1.01E-08	
				461050	8.17E-08	
				461040	4.06E-12	
				461020	0.00E+00	
				451230	2.00E-19	
				451220	1.73E-18	
				451210	3.36E-17	
				451200	2.14E-16	
				451190	4.11E-15	
				451180	2.15E-14	
				451170	1.15E-12	
				451160	4.16E-13	
				451150	6.38E-12	
				451140	3.27E-12	
				451130	2.47E-12	
				451120	1.50E-11	
				451110	2.89E-10	
				451101	5.20E-13	
				451100	1.61E-10	
				451091	1.96E-10	
				451090	7.07E-10	
				451081	2.75E-12	
				451080	2.65E-10	
				451070	4.28E-08	
				451061	1.85E-09	
				451060	2.83E-11	
				451051	1.34E-09	
				451050	1.20E-06	
				451041	1.08E-14	
				451040	2.23E-14	
				451031	6.64E-09	
				451030	2.21E-08	
				441200	4.04E-19	
				441180	2.94E-15	
				441170	2.74E-15	
				441160	2.67E-14	
				441150	7.45E-14	
				441140	2.00E-12	
				441130	2.88E-12	
				441120	1.33E-12	
				441110	5.61E-11	
				441100	8.60E-11	
				441090	2.70E-10	
				441080	4.24E-09	
				441070	7.97E-09	
				441060	1.23E-06	
				441050	1.69E-06	
				441040	5.14E-06	
				441030	9.10E-06	
				441020	1.20E-05	
				441010	1.33E-05	
				441000	7.70E-11	
				440990	6.60E-16	
				431170	3.68E-19	
				431160	3.37E-18	
				431150	1.18E-16	
				431140	7.16E-16	
				431130	1.18E-14	
				431120	4.03E-14	
				431110	6.47E-13	
				431100	1.41E-12	
				431090	2.28E-10	
				431080	7.19E-11	
				431070	9.36E-10	
				431060	2.60E-09	
				431050	8.00E-08	
				431040	3.44E-07	
				431030	2.63E-08	
				431021	5.60E-11	
				431020	3.72E-09	
				431010	7.20E-07	
				431000	8.35E-14	
				430991	4.76E-07	
				430990	2.83E-07	
				421150	6.00E-20	
				421140	2.95E-18	
				421130	2.09E-17	
				421120	1.08E-15	
				421110	4.30E-15	
				421100	2.30E-13	
				421090	7.98E-13	
				421080	8.82E-12	
				421070	1.48E-10	
				421060	5.56E-10	
				421050	8.46E-09	
				421040	2.93E-08	
				421030	3.14E-08	
				421020	4.67E-07	
				421010	7.40E-07	
				421000	1.83E-05	
				420990	1.67E-05	
				420980	1.70E-05	
				420970	1.90E-06	
				420960	1.99E-10	
				420950	8.75E-11	
				411110	3.47E-18	
				411100	5.18E-17	
				411090	1.76E-15	
				411080	3.45E-14	
				411070	1.31E-12	
				411060	6.53E-12	
				411050	6.53E-11	
				411040	1.36E-10	
				411030	5.78E-09	
				411020	1.92E-09	
				411010	5.80E-09	
				411001	1.26E-09	
				411000	1.25E-09	
				410991	3.87E-09	
				410990	1.39E-08	
				410981	1.35E-08	
				410980	2.71E-09	
				410971	1.36E-08	
				410970	8.14E-07	
				410960	1.51E-09	
				410951	5.89E-10	
				410950	3.37E-08	
				410941	2.72E-14	
				410940	2.49E-12	
				410931	2.78E-14	
				410930	2.56E-14	
				401090	1.13E-18	
				401080	2.19E-16	
				401070	5.02E-15	
				401060	4.09E-13	
				401050	1.01E-12	
				401040	5.11E-11	
				401030	1.57E-10	
				401020	8.52E-09	
				401010	1.91E-09	
				401000	6.30E-09	
				400990	2.28E-09	
				400980	2.98E-08	
				400970	1.44E-05	
				400960	1.82E-05	
				400950	1.79E-05	
				400940	1.71E-05	
				400930	4.33E-06	
				400920	4.42E-06	
				400910	5.91E-09	
				400901	1.38E-19	
				400900	2.63E-08	
				391070	6.58E-19	
				391050	7.02E-16	
				391040	6.26E-15	
				391030	3.29E-13	
				391020	2.46E-12	
				391010	4.45E-11	
				391000	1.11E-10	
				390990	2.69E-10	
				390980	1.81E-10	
				390970	9.36E-10	
				390960	1.37E-07	
				390950	6.60E-07	
				390940	1.16E-06	
				390930	1.40E-05	
				390920	5.55E-06	
				390911	5.49E-07	
				390910	3.71E-06	
				390901	1.67E-11	
				390900	8.43E-10	
				390891	7.56E-16	
				390890	3.08E-08	
				381040	2.84E-18	
				381030	1.14E-16	
				381020	1.39E-14	
				381010	1.26E-13	
				381000	4.19E-12	
				380990	1.45E-11	
				380980	9.98E-11	
				380970	6.47E-11	
				380960	2.51E-09	
				380950	2.35E-08	
				380940	7.42E-08	
				380930	4.76E-07	
				380920	7.47E-06	
				380910	1.27E-05	
				380900	1.66E-05	
				380890	1.30E-05	
				380880	5.52E-06	
				380871	1.25E-12	
				380870	9.47E-12	
				380860	1.60E-12	
				371000	3.00E-16	
				370990	5.23E-15	
				370980	1.25E-13	
				370970	1.04E-12	
				370960	7.01E-12	
				370950	5.44E-11	
				370940	7.96E-10	
				370930	3.40E-09	
				370920	3.54E-09	
				370910	5.43E-08	
				370901	4.15E-08	
				370900	1.16E-07	
				370890	7.26E-07	
				370880	4.76E-07	
				370870	5.68E-06	
				370861	5.60E-13	
				370860	2.31E-10	
				370850	1.25E-06	
				360980	1.68E-16	
				360970	1.09E-15	
				360960	1.25E-13	
				360950	8.79E-13	
				360940	7.92E-12	
				360930	1.06E-10	
				360920	4.52E-10	
				360910	4.89E-09	
				360900	2.47E-08	
				360890	1.46E-07	
				360880	4.68E-06	
				360870	1.80E-06	
				360860	5.84E-06	
				360851	2.11E-06	
				360850	3.42E-07	
				360840	2.65E-06	
				360831	3.47E-07	
				360830	5.67E-07	
				360820	3.52E-11	
				360811	1.98E-18	
				360810	5.08E-15	
				360800	1.26E-12	
				350960	4.97E-18	
				350950	1.52E-16	
				350940	6.10E-15	
				350930	1.57E-13	
				350920	9.60E-13	
				350910	3.91E-11	
				350900	3.36E-10	
				350890	1.42E-09	
				350880	6.76E-09	
				350870	2.01E-08	
				350861	7.19E-10	
				350860	8.73E-09	
				350850	3.47E-08	
				350841	1.13E-09	
				350840	3.19E-07	
				350830	6.07E-07	
				350821	4.55E-12	
				350820	3.52E-10	
				350810	5.79E-07	
				350801	4.65E-13	
				350800	9.43E-14	
				350791	1.14E-18	
				350790	8.75E-15	
				340920	2.06E-15	
				340910	9.86E-14	
				340900	2.97E-12	
				340890	6.39E-12	
				340880	8.99E-11	
				340870	9.12E-10	
				340860	3.64E-09	
				340851	1.45E-09	
				340850	4.10E-09	
				340840	3.27E-08	
				340831	3.90E-09	
				340830	4.50E-08	
				340820	9.67E-07	
				340811	3.72E-09	
				340810	3.88E-08	
				340800	3.67E-07	
				340791	2.06E-09	
				340790	1.49E-07	
				340780	3.10E-08	
				340771	6.39E-15	
				340770	1.56E-09	
				340760	5.30E-14	
				330890	4.56E-15	
				330880	5.75E-14	
				330870	3.20E-12	
				330860	1.70E-11	
				330850	7.05E-11	
				330840	3.08E-10	
				330830	9.49E-10	
				330821	1.76E-10	
				330820	7.58E-10	
				330810	1.09E-09	
				330800	3.46E-10	
				330790	4.68E-09	
				330780	1.42E-08	
				330770	2.05E-08	
				330760	4.65E-13	
				330750	3.44E-09	
				320880	5.12E-17	
				320870	3.79E-15	
				320860	4.94E-14	
				320850	2.53E-13	
				320840	3.93E-12	
				320830	3.12E-11	
				320820	1.03E-10	
				320810	2.44E-10	
				320800	4.43E-10	
				320790	3.16E-10	
				320780	1.65E-08	
				320771	7.81E-11	
				320770	8.21E-09	
				320760	1.37E-08	
				320751	5.34E-13	
				320750	1.21E-09	
				320740	1.90E-09	
				320731	1.38E-14	
				320730	3.17E-10	
				320720	1.94E-12	
				320700	3.48E-35	
				310840	9.42E-16	
				310830	2.37E-14	
				310820	9.93E-14	
				310810	1.38E-12	
				310800	6.28E-12	
				310790	8.15E-12	
				310780	1.53E-11	
				310770	2.00E-11	
				310760	2.08E-11	
				310750	3.00E-11	
				310740	5.46E-11	
				310730	4.58E-10	
				310720	1.18E-11	
				310710	1.84E-14	
				310690	8.11E-29	
				300830	1.45E-17	
				300820	3.04E-16	
				300810	2.89E-15	
				300800	9.05E-14	
				300790	1.07E-13	
				300780	1.77E-12	
				300770	8.98E-13	
				300760	2.97E-12	
				300750	2.12E-12	
				300740	1.03E-11	
				300730	1.01E-12	
				300720	2.09E-10	
				300700	0.00E+00	
				300680	2.82E-22	
				300670	7.59E-17	
				300660	1.72E-15	
				290810	4.74E-19	
				290800	1.09E-17	
				290790	1.32E-16	
				290780	9.13E-16	
				290770	5.95E-15	
				290760	1.04E-14	
				290750	3.73E-14	
				290740	2.58E-14	
				290730	8.14E-14	
				290720	6.93E-14	
				290660	2.90E-17	
				280780	1.20E-18	
				280770	8.14E-18	
				280760	1.52E-16	
				280750	3.12E-16	
				280740	2.80E-15	
				280730	1.13E-15	
				280720	1.32E-14	
				270750	1.40E-19	
				270740	1.45E-18	
				270730	2.38E-18	
				270720	2.09E-17	
				60140	3.78E-12	
				40100	2.62E-11	
				40090	4.37E-12	
				30070	2.91E-12	
				30060	1.45E-10	
				10030	3.21E-08	
